developerCountry,countryCode,userRatingCount,primaryGenreName,hasTermsOfServiceLinkRating,isCorporateEmailScore,appAge,averageUserRating,appDescriptionBrandSafetyRating,coppaRisk,minDownloads,maxDownloads,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,isCorporateEmail_missing
ADDRESS NOT LISTED IN PLAYSTORE,KR,1062,Games,1,-1.0,49.1,3.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,-1,99.0,67.26666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,75,Music & Audio,-1,0.0,42.83333333,4.0,3,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,0,-1.0,79.13333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,MY,4715,Video Players & Editors,-1,0.0,17.36666667,4.0,2,False,100000.0,500000.0,False,False,False,True,False,0
INDIA,GLOBAL,0,Photography,-1,0.0,82.13333333,0.0,1,False,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Photo & Video,1,0.0,54.03333333,5.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Travel & Local,-1,0.0,16.03333333,5.0,1,False,500.0,1000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,-1,0.0,57.7,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,49.8,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Dating,-1,0.0,26.03333333,4.0,3,False,1000.0,5000.0,True,False,False,False,False,0
GERMANY,GLOBAL,0,Social Networking,-1,99.0,14.43333333,0.0,1,False,,,True,False,False,False,False,0
UKRAINE,MX,5482,Lifestyle,1,0.0,19.83333333,4.0,1,False,500000.0,1000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,86.63333333,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,-1,99.0,56.73333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,PH,223,Games,1,-1.0,18.16666667,4.0,1,False,,,False,False,True,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,31.83333333,0.0,1,True,1.0,5.0,True,False,False,False,False,0
UNITED STATES,BR,27972,Games,1,99.0,30.9,4.0,3,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,68.8,0.0,1,True,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,14905,Games,1,0.0,23.63333333,3.0,2,False,10000000.0,50000000.0,False,True,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,-1,99.0,46.76666667,5.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1,99.0,118.8333333,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,TH,350453,Photography,0,0.0,115.2333333,4.0,1,False,50000000.0,100000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,62.73333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,121,Entertainment,0,0.0,13.96666667,2.0,1,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,-1,-1.0,28.66666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,1,0.0,120.6,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,-1,99.0,22.5,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Finance,-1,0.0,56.23333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,-1,0.0,48.0,0.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,22.2,0.0,1,False,0.0,1.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,-1.0,52.7,0.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,53,Education,1,0.0,90.43333333,4.0,1,False,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,-1.0,25.43333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,52,Tools,-1,0.0,75.3,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Games,-1,0.0,3.833333333,3.0,1,False,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,14449,Lifestyle,-1,0.0,53.66666667,4.0,3,False,500000.0,1000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,0.0,60.26666667,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,19.43333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,6,Video Players & Editors,1,99.0,127.5,4.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Social,-1,0.0,44.26666667,5.0,2,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,-1,0.0,29.73333333,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Social Networking,-1,99.0,22.63333333,0.0,1,False,,,True,False,False,False,False,0
REPUBLIC OF KOREA,GLOBAL,0,Tools,-1,0.0,82.2,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,34,Tools,1,99.0,107.7666667,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,-1,0.0,43.06666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,53,Health & Fitness,-1,0.0,69.33333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,17,Games,0,0.0,62.9,4.0,1,True,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,-1.0,2.633333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Utilities,-1,-1.0,48.7,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,-1,99.0,51.53333333,3.0,1,True,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,0.0,74.36666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ALBANIA,GLOBAL,0,Business,1,99.0,81.66666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ISRAEL,GLOBAL,0,Games,-1,-1.0,27.2,0.0,1,True,,,True,False,False,False,False,1
INDIA,GLOBAL,0,Books & Reference,-1,0.0,16.56666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,-1,0.0,62.16666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
JAPAN,GLOBAL,0,Business,-1,-1.0,154.6333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Entertainment,-1,-1.0,169.3,1.0,1,False,,,True,False,False,False,False,1
UNITED STATES,GLOBAL,2858,Games,0,99.0,46.06666667,4.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,-1,0.0,50.73333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,0,99.0,117.8666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,103.0333333,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,52.1,0.0,2,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,99.0,64.73333333,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Music & Audio,-1,99.0,64.03333333,5.0,1,False,10.0,50.0,True,False,False,False,False,0
INDIA,GLOBAL,0,Tools,-1,99.0,37.73333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,175,Finance,1,-1.0,69.23333333,1.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,-1,99.0,3.133333333,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,-1,0.0,13.0,0.0,1,False,10.0,50.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,ID,387787,Games,0,99.0,66.36666667,4.0,2,True,,,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,0.0,51.2,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Reference,1,-1.0,34.43333333,0.0,1,False,,,True,False,False,False,False,1
CYPRUS,QA,1030703,Games,0,99.0,89.0,4.0,2,True,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,0.0,81.06666667,0.0,1,False,10.0,50.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Business,-1,99.0,120.5,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,76,Books & Reference,-1,0.0,12.8,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,1,99.0,35.26666667,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,-1.0,6.533333333,0.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,SA,139680,Games,1,99.0,76.93333333,4.0,1,False,50000000.0,100000000.0,False,False,True,False,False,0
HONG KONG,AU,95273,Games,1,0.0,78.26666667,4.0,3,False,5000000.0,10000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Navigation,-1,-1.0,96.1,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,0.0,60.83333333,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
PAKISTAN,GLOBAL,1006,Games,1,0.0,22.26666667,3.0,1,False,500000.0,1000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,99.0,14.16666667,0.0,2,False,100.0,500.0,True,False,False,False,False,0
HONG KONG,SA,24128,Games,1,99.0,5.0,4.0,2,False,1000000.0,5000000.0,False,False,False,True,False,0
CHINA,GLOBAL,335,Games,1,99.0,87.33333333,3.0,2,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,25,Games,1,0.0,2.966666667,3.0,3,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,-1,0.0,48.76666667,4.0,1,True,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Health & Fitness,-1,99.0,75.43333333,5.0,3,False,,,True,False,False,False,False,0
UNITED KINGDOM,GLOBAL,1856,Games,1,99.0,85.8,4.0,1,True,1000000.0,5000000.0,False,False,False,True,False,0
CANNOT IDENTIFY COUNTRY,GE,15248,Games,1,0.0,66.3,4.0,3,False,5000000.0,10000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,0.0,48.0,0.0,1,True,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,152,Photography,-1,0.0,87.63333333,3.0,1,False,50000.0,100000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Games,-1,0.0,69.06666667,4.0,1,False,50.0,100.0,True,False,False,False,False,0
NEW ZEALAND,US,196863,Games,1,99.0,83.93333333,4.0,1,False,1000000.0,5000000.0,False,False,True,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,13,Music & Audio,0,0.0,27.86666667,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,27,Education,-1,0.0,144.6666667,4.0,1,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,-1,-1.0,63.16666667,0.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,-1,0.0,70.73333333,0.0,1,False,5.0,10.0,True,False,False,False,False,0
FRANCE,IN,21015,Games,1,0.0,50.53333333,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ROMANIA,GLOBAL,0,House & Home,-1,0.0,84.56666667,0.0,1,False,50.0,100.0,True,False,False,False,False,0
UNITED STATES,GLOBAL,0,Lifestyle,0,99.0,12.63333333,0.0,2,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Shopping,-1,99.0,46.33333333,5.0,1,False,50.0,100.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,AT,5090,Music & Audio,0,0.0,59.86666667,4.0,2,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,-1,-1.0,146.9,0.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,0.0,88.23333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,-1,-1.0,61.66666667,0.0,3,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,-1,0.0,20.43333333,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,99.0,6.133333333,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,PH,4125,Productivity,1,-1.0,174.9333333,4.0,1,False,,,False,False,True,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,119,Entertainment,-1,0.0,68.43333333,3.0,1,False,10000.0,50000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,350,Social,-1,99.0,38.63333333,4.0,2,False,10000.0,50000.0,True,False,False,False,False,0
CHINA,GLOBAL,1131,Health & Fitness,1,-1.0,164.2,4.0,2,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,-1,0.0,73.63333333,0.0,2,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,44,Games,-1,0.0,40.9,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,-1,-1.0,85.06666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,34.56666667,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Shopping,-1,99.0,37.33333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,MX,16986,Games,1,0.0,15.83333333,4.0,3,False,500000.0,1000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,-1,99.0,2.5,0.0,1,False,10.0,50.0,True,False,False,False,False,0
RUSSIAN FEDERATION,GLOBAL,32,Games,-1,0.0,96.83333333,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CYPRUS,GB,623,Games,1,0.0,4.733333333,3.0,1,False,100000.0,500000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,1,99.0,15.33333333,0.0,3,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,12.0,0.0,1,False,10.0,50.0,True,False,False,False,False,0
UNITED STATES,US,1801660,Games,0,99.0,164.1333333,4.0,2,False,100000000.0,500000000.0,False,False,True,False,False,0
UNITED KINGDOM,SA,18039,Dating,1,99.0,76.93333333,4.0,3,False,1000000.0,5000000.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Travel & Local,-1,99.0,32.63333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,1,99.0,49.6,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,99.0,28.43333333,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,524,Utilities,-1,-1.0,27.63333333,4.0,1,False,,,False,False,True,False,False,1
INDIA,GLOBAL,0,Books & Reference,-1,0.0,65.5,0.0,1,False,100.0,500.0,True,False,False,False,False,0
UNITED STATES,MX,219950,Games,0,99.0,72.33333333,4.0,2,False,,,False,False,False,True,False,0
UNITED STATES,DE,18232,News & Magazines,0,99.0,106.9666667,4.0,1,False,1000000.0,5000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,-1,0.0,23.73333333,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,Food & Drink,-1,-1.0,34.96666667,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Entertainment,-1,0.0,86.2,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
INDIA,GLOBAL,0,Entertainment,-1,0.0,74.23333333,0.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CANADA,GLOBAL,0,Education,1,99.0,18.96666667,0.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,102,Travel & Local,0,99.0,100.2333333,3.0,2,False,50000.0,100000.0,False,False,True,False,False,0
CANNOT IDENTIFY COUNTRY,EMEA,78830,Tools,0,99.0,30.7,4.0,1,False,5000000.0,10000000.0,True,False,False,False,False,0
CZECH REPUBLIC,PY,23269,Music & Audio,1,0.0,104.0666667,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Games,-1,0.0,27.33333333,3.0,1,True,5000.0,10000.0,True,False,False,False,False,0
CYPRUS,KZ,49996,Games,1,99.0,29.83333333,4.0,3,False,10000000.0,50000000.0,False,False,True,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2013,Entertainment,1,0.0,56.93333333,3.0,1,False,100000.0,500000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,-1,0.0,63.1,0.0,2,False,1.0,5.0,True,False,False,False,False,0
INDIA,GLOBAL,47,Productivity,-1,99.0,53.83333333,3.0,1,False,5000.0,10000.0,True,False,False,False,False,0
INDONESIA,GLOBAL,20,Education,1,0.0,107.1,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
JAPAN,GLOBAL,1,Finance,1,-1.0,181.4,5.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,0.0,36.76666667,0.0,1,False,1.0,5.0,True,False,False,False,False,0
SAUDI ARABIA,GLOBAL,0,Entertainment,1,-1.0,99.96666667,0.0,1,False,,,True,False,False,False,False,1
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Games,-1,-1.0,16.16666667,4.0,1,True,,,True,False,False,False,False,1
CHINA,GLOBAL,12,Games,-1,0.0,85.7,4.0,1,True,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,-1,99.0,30.23333333,0.0,1,True,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Music & Audio,-1,0.0,56.66666667,5.0,1,False,100.0,500.0,True,False,False,False,False,0
UNITED STATES,US,1996,Weather,-1,99.0,147.5333333,4.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,-1,99.0,2.766666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,-1,99.0,27.73333333,0.0,2,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,47,Lifestyle,-1,99.0,120.9,4.0,1,False,5000.0,10000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,-1,0.0,21.8,0.0,1,False,5.0,10.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,1,99.0,91.56666667,3.0,1,False,500.0,1000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,534,Games,-1,0.0,56.63333333,3.0,1,True,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Health & Fitness,-1,99.0,99.33333333,1.0,2,False,,,True,False,False,False,False,0
UNITED STATES,SX,0,Games,-1,0.0,2.666666667,0.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,-1,0.0,66.4,0.0,1,False,500.0,1000.0,True,False,False,False,False,0
MALAYSIA,NZ,9317,Games,1,99.0,25.1,3.0,2,False,10000000.0,50000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,APAC,0,Tools,-1,0.0,0.533333333,0.0,1,False,10000.0,50000.0,False,False,False,True,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,88,Communication,-1,0.0,94.46666667,4.0,1,False,10000.0,50000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1,0.0,108.9,0.0,1,False,10.0,50.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,373938,Video Players & Editors,1,0.0,40.86666667,4.0,1,False,10000000.0,50000000.0,False,True,False,False,False,0
UNITED STATES,GLOBAL,67,Health & Fitness,-1,99.0,52.46666667,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
CHINA,GLOBAL,17,Education,-1,-1.0,51.46666667,4.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,1,99.0,94.6,0.0,1,False,50.0,100.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,-1,99.0,6.7,0.0,1,False,50.0,100.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,-1,99.0,87.2,0.0,1,False,100.0,500.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Utilities,-1,-1.0,52.7,4.0,1,False,,,True,False,False,False,False,1
CANNOT IDENTIFY COUNTRY,GLOBAL,281,Social Networking,0,99.0,98.46666667,2.0,3,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,-1,0.0,64.46666667,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,-1,0.0,20.4,0.0,1,False,100.0,500.0,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Health & Fitness,-1,0.0,26.76666667,0.0,1,False,1.0,5.0,True,False,False,False,False,0
ISRAEL,JP,15099,Games,0,99.0,79.2,4.0,1,False,1000000.0,5000000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,59,Food & Drink,-1,99.0,38.83333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Education,-1,99.0,60.03333333,4.0,1,True,100.0,500.0,True,False,False,False,False,0
POLAND,GLOBAL,35,Games,1,0.0,42.66666667,4.0,1,False,,,False,False,True,False,False,0
SWEDEN,GLOBAL,23,Utilities,0,99.0,84.06666667,1.0,1,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,GLOBAL,136,Events,1,0.0,29.23333333,4.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Entertainment,-1,0.0,35.43333333,4.0,1,False,5000.0,10000.0,True,False,False,False,False,0
INDIA,GLOBAL,7,Tools,1,99.0,35.9,3.0,1,False,1000.0,5000.0,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,-1,0.0,90.06666667,0.0,2,False,10.0,50.0,True,False,False,False,False,0
UNITED STATES,APAC,23563,Lifestyle,0,99.0,180.2666667,4.0,3,False,,,True,False,False,False,False,0
CANNOT IDENTIFY COUNTRY,APAC,12441,Games,-1,0.0,11.6,4.0,1,True,,,False,False,True,False,False,0
JAPAN,GLOBAL,0,Business,1,99.0,16.2,0.0,1,False,,,True,False,False,False,False,0
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Personalization,-1,0.0,67.66666667,4.0,1,False,500.0,1000.0,True,False,False,False,False,0
