developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,coppaRisk
TURKEY,GLOBAL,17297,Games,1000000 - 5000000,connected-tv/ott,TRUE,TRUE,low,99,,14.06666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,73,Games,100000 - 500000,GLOBAL,TRUE,,,0,,21.43333333,3,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,TRUE,,,0,190.176,4.466666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,Oct-50,GLOBAL,TRUE,,,0,,64.3,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,01-May,GLOBAL,TRUE,,,99,,14.56666667,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,PH,11544,Education,1000000 - 5000000,GLOBAL,TRUE,FALSE,high,99,826.7763317,45.73333333,4,,low,low,FALSE
HONG KONG,KR,6775,Games,500000 - 1000000,GLOBAL,TRUE,TRUE,low,99,46.26308934,24.6,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,100 - 500,GLOBAL,,,,0,,88.2,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Medical,,GLOBAL,TRUE,FALSE,high,99,,108.6333333,5,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Maps & Navigation,1000 - 5000,GLOBAL,TRUE,TRUE,low,0,,160.7666667,3,,low,low,FALSE
JAPAN,GLOBAL,39,Social,10000 - 50000,GLOBAL,TRUE,,,99,,16,2,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,05-Oct,GLOBAL,TRUE,,,0,,71.1,,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,DE,549,Video Players & Editors,100000 - 500000,tablet,TRUE,FALSE,high,0,0.390848129,16.7,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,AE,561,Games,100000 - 500000,GLOBAL,TRUE,FALSE,high,0,1.987534219,1.233333333,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,100.2,0,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,TRUE,,,99,,29.8,,,medium,low,FALSE
CANNOT IDENTIFY COUNTRY,PR,104660,Games,5000000 - 10000000,smartphone,TRUE,TRUE,low,0,1.182440939,40.7,4,,medium,low,TRUE
CANNOT IDENTIFY COUNTRY,GLOBAL,10,News & Magazines,500 - 1000,GLOBAL,TRUE,TRUE,low,99,,80.9,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,05-Oct,GLOBAL,TRUE,,,0,,30.16666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,Oct-50,GLOBAL,TRUE,,,0,,62.33333333,,,low,low,FALSE
UNITED STATES,GLOBAL,0,Communication,05-Oct,GLOBAL,TRUE,,,99,,62.13333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,500 - 1000,GLOBAL,TRUE,,,0,,34.43333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,US,13516,Games,5000000 - 10000000,undetermined,TRUE,FALSE,high,0,16.31361558,92.7,4,medium,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,3,Games,,GLOBAL,TRUE,FALSE,high,0,,46.86666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,Oct-50,GLOBAL,,,,99,,75.8,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,103,Business,5000 - 10000,GLOBAL,TRUE,FALSE,high,99,,130.9,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Sports,,GLOBAL,,,,,,117.7333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,,GLOBAL,,,,99,,114.1,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,,,,0,,89.33333333,0,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Tools,10000 - 50000,GLOBAL,TRUE,,,0,,30.76666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Dating,100 - 500,GLOBAL,TRUE,,,0,,43.9,,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,1000 - 5000,GLOBAL,TRUE,,,0,,44.63333333,,,low,low,FALSE
REPUBLIC OF KOREA,ZA,93366,Games,10000000 - 50000000,smartphone,TRUE,FALSE,high,99,36.83374828,92.63333333,4,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,TRUE,,,,,14.63333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,14,Entertainment,,GLOBAL,TRUE,FALSE,high,99,,83.66666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,01-May,GLOBAL,TRUE,,,0,,23.26666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Games,500 - 1000,GLOBAL,,,,99,,127.3666667,3,,low,low,FALSE
UNITED ARAB EMIRATES,TN,0,Games,1000000 - 5000000,smartphone,TRUE,FALSE,high,0,0.176168633,1.7,0,,low,low,FALSE
YEMEN,GLOBAL,0,Business,50 - 100,GLOBAL,TRUE,,,99,,2.966666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,50 - 100,GLOBAL,,,,0,,50.36666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,KR,955,Lifestyle,,GLOBAL,TRUE,FALSE,high,,172.7144718,150.6333333,4,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,500 - 1000,GLOBAL,,,,0,,44.53333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,TRUE,,,,,114.1333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Health & Fitness,,GLOBAL,TRUE,,,99,,77.8,1,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1511,Book,,GLOBAL,TRUE,,,99,,42.23333333,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,FR,7,Games,1000 - 5000,GLOBAL,TRUE,,,0,8.783648358,4.9,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5321,Entertainment,500000 - 1000000,smartphone,TRUE,FALSE,high,0,48.31433647,4.3,4,,low,low,FALSE
UNITED STATES,GLOBAL,0,Productivity,100 - 500,GLOBAL,TRUE,,,99,,38.9,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Tools,1000 - 5000,GLOBAL,TRUE,,,0,,26.7,5,,low,low,FALSE
FRANCE,GLOBAL,164,Games,50000 - 100000,smartphone,TRUE,TRUE,low,99,,37.76666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,100 - 500,GLOBAL,TRUE,,,99,,46.33333333,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,75,Photo & Video,,GLOBAL,TRUE,,,,,81.96666667,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,TRUE,,,99,,28.23333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,1000 - 5000,GLOBAL,TRUE,,,0,,15.9,,,low,low,FALSE
UNITED STATES,GLOBAL,43,Lifestyle,10000 - 50000,GLOBAL,TRUE,FALSE,high,99,,92.8,3,,low,low,FALSE
CHINA,UA,2721,Games,100000 - 500000,GLOBAL,TRUE,FALSE,high,0,41.15204379,8.833333333,4,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,2050,Games,1000000 - 5000000,tablet,TRUE,,,0,,68.73333333,3,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,,,,,,70.26666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,Oct-50,GLOBAL,TRUE,,,99,,2.233333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,100 - 500,GLOBAL,TRUE,,,99,,5.1,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,SA,32,Entertainment,10000 - 50000,GLOBAL,TRUE,,,0,0.484096584,26,4,,high,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,05-Oct,GLOBAL,TRUE,,,99,,43.06666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,VN,1078,Health & Fitness,500000 - 1000000,tablet,TRUE,,,0,39.3616962,3.966666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,124.4666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,05-Oct,GLOBAL,,,,0,,66.96666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,TW,2810,Games,50000 - 100000,GLOBAL,TRUE,TRUE,low,99,0.896355266,8.066666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Productivity,Oct-50,GLOBAL,TRUE,,,0,,43,4,,low,low,FALSE
CYPRUS,GLOBAL,0,Games,500 - 1000,GLOBAL,TRUE,FALSE,high,0,,3.366666667,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Finance,50 - 100,GLOBAL,TRUE,,,0,,36.26666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,TRUE,,,,,1.333333333,0,,high,low,FALSE
INDIA,GLOBAL,9969,Games,,GLOBAL,TRUE,TRUE,low,99,,49,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Art & Design,50 - 100,GLOBAL,,,,0,,41.86666667,5,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,UG,156695,Dating,10000000 - 50000000,GLOBAL,TRUE,TRUE,low,99,1.436269483,63.26666667,4,medium,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Events,100 - 500,GLOBAL,TRUE,FALSE,high,99,,18.1,0,,low,low,FALSE
BULGARIA,GLOBAL,0,Education,Oct-50,GLOBAL,TRUE,,,0,,40.56666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,TRUE,,,99,,38.83333333,,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,01-May,GLOBAL,TRUE,,,0,,39.96666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,50 - 100,GLOBAL,TRUE,FALSE,high,99,,87.56666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,EMEA,23788,Utilities,,smartphone,TRUE,FALSE,high,,18730.46226,85.73333333,4,medium,high,low,FALSE
UNITED STATES,GLOBAL,1,Health & Fitness,,GLOBAL,TRUE,,,99,,72.23333333,5,,high,low,FALSE
UNITED STATES,GLOBAL,0,Games,100 - 500,GLOBAL,TRUE,FALSE,high,0,,85.36666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,1000 - 5000,GLOBAL,TRUE,,,0,,12.4,4,,low,low,FALSE
UNITED STATES,GLOBAL,79,Games,,smartphone,TRUE,FALSE,high,99,,102.2,4,medium,low,low,TRUE
SWEDEN,US,99603,Games,10000000 - 50000000,GLOBAL,TRUE,TRUE,low,99,1.15155043,59.16666667,4,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Games,Oct-50,GLOBAL,TRUE,,,0,,75.4,5,,low,low,FALSE
UNITED STATES,GLOBAL,13,Lifestyle,,GLOBAL,TRUE,TRUE,low,99,,81.56666667,4,,medium,low,FALSE
UNITED KINGDOM,GLOBAL,0,Business,100 - 500,GLOBAL,TRUE,,,0,,57.46666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Music,,GLOBAL,TRUE,TRUE,low,,,132.7666667,3,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,BY,246207,Video Players & Editors,10000000 - 50000000,GLOBAL,TRUE,FALSE,high,99,0.156638081,103.5333333,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Comics,01-May,GLOBAL,TRUE,,,0,,71.6,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,138.2666667,0,,low,low,FALSE
REPUBLIC OF KOREA,TW,27174,Weather,5000000 - 10000000,GLOBAL,TRUE,FALSE,high,0,0.737983712,93.06666667,4,low,low,low,FALSE
CYPRUS,AM,12,Games,10000 - 50000,GLOBAL,TRUE,TRUE,low,99,10.75512702,2.933333333,2,,low,low,FALSE
CHINA,BR,187,Shopping,,smartphone,TRUE,TRUE,low,99,49.33365606,148.6,4,medium,low,low,FALSE
CZECH REPUBLIC,PR,7763,Games,1000000 - 5000000,GLOBAL,TRUE,TRUE,low,99,148.2324825,82.23333333,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,05-Oct,GLOBAL,TRUE,,,99,,16.73333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,ID,0,Tools,10000 - 50000,smartphone,TRUE,,,0,150.7948847,0.533333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,,,15.6,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,Oct-50,GLOBAL,TRUE,,,0,,73.33333333,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Finance,,GLOBAL,TRUE,,,0,,34.46666667,0,,low,low,FALSE
UNITED STATES,GLOBAL,6091,Parenting,100000 - 500000,smartphone,TRUE,TRUE,low,99,,81.06666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Reference,,GLOBAL,,,,,,96.06666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,05-Oct,GLOBAL,TRUE,,,0,,105.4,0,,low,low,FALSE
CHINA,GLOBAL,0,Games,50 - 100,GLOBAL,TRUE,,,99,,58.66666667,,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Social Networking,,GLOBAL,TRUE,,,,,54.23333333,3,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,TRUE,,,,,8.233333333,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,449,Entertainment,10000 - 50000,GLOBAL,TRUE,,,0,,65.36666667,3,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,01-May,GLOBAL,TRUE,,,0,,28.16666667,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,,GLOBAL,,,,,,71,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,TRUE,FALSE,high,,,7.833333333,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Art & Design,1000 - 5000,GLOBAL,TRUE,,,0,,77.56666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1000 - 5000,smartphone,TRUE,,,0,,23.4,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,ES,38195,Games,10000000 - 50000000,smartphone,TRUE,FALSE,high,0,9.393836329,17.46666667,4,,low,low,FALSE
NEW ZEALAND,GLOBAL,5,Education,Oct-50,GLOBAL,TRUE,,,0,,74.3,4,,low,low,TRUE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,News,,GLOBAL,TRUE,TRUE,low,99,,83.2,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Medical,,GLOBAL,TRUE,,,,,145.6333333,2,medium,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Education,50 - 100,GLOBAL,TRUE,,,0,,17.26666667,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,TRUE,,,99,,125.3333333,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,,,,,,69.6,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,1754,Games,,tablet,TRUE,FALSE,high,99,,110.9,4,medium,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,119,Games,100000 - 500000,GLOBAL,TRUE,,,0,,66.1,2,medium,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,74,Games,,GLOBAL,TRUE,,,,,53.53333333,4,low,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,Oct-50,GLOBAL,TRUE,,,0,,56.6,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,117,Music & Audio,10000 - 50000,GLOBAL,TRUE,,,0,,27.7,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,100 - 500,GLOBAL,TRUE,,,0,,33.03333333,3,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,,GLOBAL,,,,,,148.4666667,1,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,500000 - 1000000,GLOBAL,TRUE,,,99,,31.6,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,,,,,,97.23333333,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,TRUE,,,0,,68.86666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,01-May,GLOBAL,,,,0,,54.76666667,,,low,low,FALSE
INDIA,GLOBAL,17,Business,1000 - 5000,GLOBAL,TRUE,,,0,,53.46666667,3,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,NL,2020973,Games,100000000 - 500000000,GLOBAL,TRUE,FALSE,high,0,80.51311459,79.5,4,medium,low,low,FALSE
EGYPT,GLOBAL,6,Lifestyle,1000 - 5000,GLOBAL,TRUE,,,0,,76,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,PA,111243,Games,50000000 - 100000000,GLOBAL,TRUE,FALSE,high,0,111.0472425,49.36666667,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,VN,436,Games,100000 - 500000,GLOBAL,TRUE,FALSE,high,0,2.618966274,28.56666667,2,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Beauty,Oct-50,GLOBAL,,,,0,,41.03333333,,,low,low,FALSE
TURKEY,KW,1625,Games,100000 - 500000,GLOBAL,TRUE,TRUE,low,99,6.588920202,13.36666667,4,,low,low,TRUE
UNITED STATES,GLOBAL,4357,Medical,500000 - 1000000,smartphone,TRUE,,,0,,43.33333333,3,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,Oct-50,GLOBAL,TRUE,,,0,,49.43333333,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,,,,,92.56666667,0,,low,low,FALSE
CHINA,APAC,164,Games,5000 - 10000,smartphone,TRUE,FALSE,high,99,1.454927374,6.166666667,4,,medium,low,FALSE
SINGAPORE,LATAM,9037,Games,,smartphone,TRUE,FALSE,high,0,180.064323,55.93333333,4,medium,low,low,TRUE
REPUBLIC OF KOREA,GLOBAL,184,Games,10000 - 50000,GLOBAL,TRUE,,,0,,107,3,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,,,,99,,98.33333333,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Shopping,100 - 500,GLOBAL,TRUE,,,99,,87.36666667,1,,low,low,FALSE
FRANCE,RS,12499,Games,10000000 - 50000000,GLOBAL,TRUE,FALSE,high,99,17.78490276,50.53333333,4,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,50 - 100,GLOBAL,TRUE,,,0,,32.16666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,US,21758,Finance,500000 - 1000000,GLOBAL,TRUE,TRUE,low,99,1.512835719,81.6,4,medium,high,low,FALSE
ICELAND,APAC,296,Photography,50000 - 100000,smartphone,TRUE,FALSE,high,0,0.149853361,30.2,3,,low,low,FALSE
HONG KONG,APAC,6263,Games,1000000 - 5000000,smartphone,TRUE,FALSE,high,0,10.01886879,98.6,4,low,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,TRUE,,,99,,117.6666667,0,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,,,,0,,48.36666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Books & Reference,100 - 500,GLOBAL,TRUE,,,0,,26.2,4,,low,low,FALSE
INDIA,GLOBAL,0,Shopping,05-Oct,GLOBAL,TRUE,,,0,,18.8,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Education,500 - 1000,GLOBAL,TRUE,,,0,,35.8,5,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,TRUE,FALSE,high,99,,76.66666667,0,,low,low,FALSE
UNITED ARAB EMIRATES,DK,2945,Games,100000 - 500000,GLOBAL,TRUE,FALSE,high,0,4.274112147,69.13333333,4,medium,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,TRUE,,,,,121.6333333,0,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Entertainment,,GLOBAL,,,,,,183.2,1,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,100 - 500,GLOBAL,,,,99,,112.3,4,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,Oct-50,GLOBAL,TRUE,TRUE,low,99,,94.43333333,0,,low,low,FALSE
POLAND,GLOBAL,59,Personalization,10000 - 50000,GLOBAL,TRUE,,,0,,86,3,low,low,low,FALSE
KAZAKHSTAN,RU,221,Games,,smartphone,TRUE,TRUE,low,99,12.08782155,29.13333333,4,,low,low,TRUE
HONG KONG,GLOBAL,16,Games,1000 - 5000,GLOBAL,TRUE,,,0,,63.56666667,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Games,1000 - 5000,GLOBAL,TRUE,,,0,,51.06666667,3,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6879,Finance,,GLOBAL,TRUE,,,,,101.9,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,56,Health & Fitness,,GLOBAL,,,,99,,77.3,4,,high,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,,,,,,84.16666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,TRUE,TRUE,low,,,4.666666667,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,50 - 100,GLOBAL,TRUE,,,99,,100.2333333,5,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,Oct-50,GLOBAL,TRUE,,,0,,76.76666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,590,Games,100000 - 500000,GLOBAL,TRUE,,,0,,103.4666667,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,TRUE,,,99,,97.46666667,0,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,TRUE,,,99,,7.333333333,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,18,Games,500 - 1000,GLOBAL,TRUE,,,99,,130.5333333,3,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,01-May,GLOBAL,TRUE,,,99,,30.46666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,01-May,GLOBAL,TRUE,,,0,,62.23333333,,,medium,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Health & Fitness,,GLOBAL,TRUE,,,,,98.86666667,4,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,31,Personalization,1000 - 5000,GLOBAL,TRUE,FALSE,high,99,,104.5333333,2,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,Oct-50,GLOBAL,TRUE,,,99,,49.16666667,,,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,133,Music & Audio,10000 - 50000,smartphone,TRUE,,,0,,113.9666667,4,medium,low,low,FALSE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,TRUE,,,0,,14.8,0,,high,low,FALSE
HONG KONG,NZ,32555,Games,10000000 - 50000000,smartphone,TRUE,FALSE,high,99,58.6996303,29.73333333,4,,low,low,TRUE
UNITED STATES,GLOBAL,0,Lifestyle,,GLOBAL,,,,99,,109.6333333,0,,low,low,FALSE
CANNOT IDENTIFY COUNTRY,MY,18785,Entertainment,1000000 - 5000000,GLOBAL,TRUE,,,99,0.541950051,15.96666667,4,,low,low,FALSE
POLAND,DE,46,Games,,tablet,TRUE,TRUE,low,99,2.086766762,5.233333333,4,,low,low,TRUE
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Utilities,,GLOBAL,,,,,,178.1,5,,low,low,FALSE
